user,comment
msstephaniewheeler,@andrewpotter3 i cant
thegoldenfoxgirl,"@edwardc_scissorhands wtf with the burn, the makeup, the hair... 🚂💥"
cupcakecoral,She talks to fast and robotically
gianna.rae.williams,@jthuckel this though
jaymie_lee_moore_,@sarah.tottino
ritebowl,There’s something really wrong with you
helenk1983,She lost the plot aftet splitting up with @justintimberlake & hasn’t been right since. Shame😩
peachbqueen,"Love this girl... She's may be cray , but I love cray. She has been told what to do all her life. What do you expect a beautiful talented women, raised in a developing time in society to act like. Social media is still so new to the world, and she's Brittney spears!! 🙌❤️❤️ all love"
abserofficial,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
stephandriotis,@loveloudevents
bogdan070577_,I love you!!!)))🔥😍😍😍
chloe_kieran_kai_83,Whoa slow down!!!
danielxx.cobain,Si estas fea ahora
tellsulater,@pippa_thegreat yup.
oliveandjunefloralco,@alexandriancook I can’t 😂 I think of you every post now
kellycp1980,Medo
robbie_lee_gibson,Perfect
instamatt__,😘😘😘😘
amyilenelive,She's CRAZYYY..
xtina55082,@libbiejunker
montesdeoca_barberwoman,Eres bella 👏💓
angeid,@nadeenyanes @sereinmicheline
jaclynndavis,@tiayg89 gold
grimmijewels,Fabulosa
missbeckybombshell,We Stan 🔥
gaylebetter,@gabs76bv
kraylog,@apicicci what is happening
robynallyson,@nikki.hogan21 @yummaggie @annahedgcock
bass_mom78,#britneyneedsnewhandlers
kassandrarenza,@savannaainsley
bbeau20,@jonnyst_08 🙌🏻
veganlexi,I'm glad you had fun ! I love your top and the white hat :) I love keeping souvenirs from new places too. 😍
lauraloveslola,@danniibare 💬
allicrone,@lexi.davis.35
allicrone,@lexifayedavis
ugly.fugly.one,"Britney, smoke a blunt bruh."
amyrosegill,Leave her alone
mr_shirazi222,Speaking fast!
misozzang71,브리트니도 세월이 비켜가지 않네요 ㅠㅠ 웃프다.... 그렇지만 건강해진 브리트니 응원합니다 💗 저도 분발?해봅니다 ^^
solo1642847,Hi Britney so hot Mmmmmmmmmmmmm
colompaty18,Toda cuadrada con tanto ejercicio y no tiene nada de cintura que pena
aimslice,@jcaruso820 swipe to see the beautiful hats
mikeborses,Ur Bestie’s hats could NEVER.
ymurf246,@breffni_murray_ yep
callan.liam,🔥🔥
efpraxia_karekla_photography,@constantinos_kareklas
sheneverlikedjamie,❌ N O T H I N G ❌ N I C E ❌ S A Y ❌ N O T H I N G ❌  M O R E ❌ L O V E ❌ F R E E❌ B R I T N E Y ❌ F R O M ❌ L O U ❌ J A M I E ❌ L A R R Y ❌
perfa21,Horror
brittneyruffierkloss,@allytahoe 😫
gracielamazzilli,@iocustattoo 😝🔥
caco_fonie,"Take Time for you, make a news life just for you and you're family. 😚 Leave social média, enjoy you're best life. 😘"
nikkojax,i love u sugamummy
r.nash.d,You trippin britney
4.a74,😍
flosstbh,i love you sweet angel
andycs84,@hectorvanegas si no me regalas un cuadro de grullas se te aparece esta Britney y te jalara las patas.
soraiaco,Linda demais
tazz760621,Wow 😮 Marty Me ❤️❤️❤️❤️❤️❤️❤️
nadiaschmidt_,I just can’t wait for @bennydrama7 britney new series videos
lornadiwa,@jolly_goode @luceobrien I expect a similar post from each of you when you’re done with your travels
irinavinnitskaya,"О боже, что с ней 😳"
marcellosaymmon,humble queen ❤
marcellosaymmon,te amo ❤
kates198o,Omg! Her face is just 😭
hanasnapchat,Britney please give me the chance helping you like stylist...💕
luizwadlan,Linda
jesus_drdr,QUE LE PASOOOO QEU HORRIBLEEEEE
matt_mckoin,I'd hit Dat! Lol
jonny_nguyennewjersey,negative.
itscocoreyes,🤠🤠🤠🤠
yungcaspernotfriendly,https://www.gofundme.com/f/unfriendly-by-yung-casper-not-friendly
sativen_dj,Sugarmommy
juarezdasilveira,⭐😘
annie_3736,❤️
waynestimson69,Beautiful Britney!!
southernshorti,Ily
feferesende,"britney aproveita mas não demora tanto pra tirar férias, vai descansar, cuida de você! <3 amiga você merece!"
lilfrankel,Dibs on the cowboy hat @analouiserix
robincaringer,@filljoss
starmar47,I glad u had fun on your vacation but please take the eye liner off
coldirow,😍
jess1calouise,@jesslouise92 😂😂
tcorradi87,@valmarinacci I'm concerned
abbykupris,@lillie45
anthony_malik21,@shanedawson I feel like this is a conspiracy theory Britney seems so off and everyone’s noticing she didn’t used to be like this hopefully maybe it’s something you can possibly investigate
_lukino_93,Bellissima seguimi 😍😊
fabiosantos32_,Adorável
fernandoweretka,Y A DISFRUTAR DEL SOL Y DE CADA DIA!!!
xo_justqueen_xo,I used to be a huge fan! Now shes just so akward.
willtonshine,Hey britney please act naturally as long time ago....😭😭😭
kraykayday,Britney......
joergkowolik_joerg,😘😘😘😘😘😘😘😘❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
royj1959,Smoking hot lady
mira_dos_veces,@jandramissene
lilyamccormick,@eelks i really wish her kidnapper would give her a face wipe
jakeheard,@tylerfrancessco  @chleasteele
mrsg7412,#britneyisNOTok
mrsg7412,#helpbritney
melissa_dana13,@amyrebeccas
idageislerryder,@josefinedgj
mynameisdylan,@caityrey does that hair have stains on it too?
katiebanks51,Do you even own a hair brush? All that money you have in sure you can afford one.
diosle84,you are my platonic love😭😭
charlene_c76,❤️❤️💛❤️❤️
charlene_c76,💖👒😍🧢👍🏻
liivejournal,LEAVE BRITNEY ALONE!!!!!!! 💕💕
luybaborozdina,Бритушечка старушечка🙄
jeremyjimmy,😍❤️
malikataniazov,Ты стала похоже на норкаманку.
stephanielynnette,@staceyannette like look at her...???
mrsbaechel,@sarapink07 are you hanging with Britney? 😂
poppy_powell,@rlucyh actually obsessed now 😂😂
keylimeocean,Best part of the whole trip
gor4995,"Britney, I love your madness..."
erikillamilagros,Peinate bri! 😆😆
_antonio.ramos,@puescuicuiri  ya prestale tu acido hialuronico
s0ularsystem,Project MKUltra #mkultra
geistfacekilla,@samminer86
geistfacekilla,@feistygeisty412
mella_bella_smile,Does she ever wash her hair?
kristinsolaas,@krysta_lie
lorimtza,@salomondip como q se le safaron las tuercas poquito no?? Hay q pedir x ella
josebatistalira,❤️❤️❤️❤️❤️
gypsy_lorii_,You look like you just rolled in from a night of partying!  Ewwww
ladyinny,You freaking rock gf! ❤️💋😘
hazle122,@eadaoinnichaoilte this is gona be u
angeliannadon,@erin_strange
halfpints_cafe,😍💖 SWEETEST GIRL EVER😘
kyliee.michele,Someone please get this woman a new stylist. Her makeup artist should be 🙅🏼‍♀️
carmela.jones87,💜
eleanorwoulfe,@laura_luxmcr
_aehr1111,@ellengracetomlinson 🙃
laurenlee_xoxo,@scarletolivia.x can’t deal!!!
instatinag,"Thanks for taking time to share you life with us, even while you're on vacation!"
hannahstirlingthorne,@shonastirlingthorne
jess_2407,@emilybaldery89 I’m sorry what
annirenlleg,Your hair 😣 du hast mal besser ausgesehen
zeiinab_farhadii,بنظرتون این ب این پولداری چرا صورتشو عمل نمیکنه
jonathanandersonre,Cute! I’ll take the white one ☝🏼 please 🙏🏼
blagodat_ann,@chipa_inc тебе тоже она нравится? 😊
lilsalas,@luxehairsalonla I don't think anyone tells her anything
sense0721,Что то вид какой то
leilamyra22,"😂😂😂😂 no entendi nada, solo oigo que dice comamos hotcakes jaja"
sarah_rose96,@fayeemalie
tomaaron692,🌹
kelnaftal,Jesus
kelnaftal,Take the wheel
mair_j,Your so hot
oldemarmelloalberga,Thanks rica
afdhal_____,brice me
sonjaleeritter,Beautiful as always❤️❤️ i love my britney!!!!! ❤️❤️❤️
pantalonrs666,Estás hecha mierda mujer
phaedraphaded,@deborahlippmann sponsor my queen. 😍
riquitadiogo,Deus te abençoe 🙏🏾
tuzmanian_devil,kukkuu
rob0176424,💚
rob0176424,❤️
pressjenn,Oh Britney
david_lenzer,Whats the name of this place ?
lukezwolinsky,❤️
nestoralexisbricenotorres,busca a Jesucristo hija necesitas de el para salir de todo lo que te esta pasando.
iranianprincess_,Brit still stuck in the 90s
nallebibian,😘 kisesss❤️❤️❤️
smudger_30,@katie_taylor_xox  her make up 😍😂
urban.eden.organics,Go NATURAL pretty girl!!!!!🦋💜🌸
sufrita,Ajakin aku dung liburan sama kamu bri
marryziaei,چرا اینقدر تند صحبت میکنی پیشونیت هم بوتاکس کن بگو سام برات ترجمه کنه خیلی موقع صحبت کردن پیشونیت جمع میکنی
ialexandersoto8,Love you❤️
gubbadubba,@funerales_oficial @paulapelon
emmax9,@mark_tynan
victorhugogonb,Foto Bonita mais
aimeejanewilliams,@gracielouhaim
nahthensarah,Think i might make similar holiday videos and whatsapp you guys them @lesari2603  and @lynzmo82
sinclair_ariel,❤️❤️❤️❤️❤️
ohmamaof_mia,@sha_nahnahnah see!!
_caite,@lissafarruge
ayuprabhav2,Britney...dont you take video too close...your head looking bigger...make it space...wharever...im still your fans
amarislovescandy,Let’s all send her makeup wipes to remove the eyeliner
pozdnyakov_igoresha,Время беспощадно...
king_emmortal,💚💚💚💚
raymundostones,Crack addiction
bailey530,@al1jay hair and makeup 🙌🏼
cortana.dimitry,Pourtant ...
jennifercgillen,@rhianon_taylor
jewelryblogger1,Love all the accessories 💕
itsmichaeldirianbitch,"Two hats, a bracelet, and some fingernail polish 😂👍🏼 love you Brit"
maddiegaither_,@kakohl1 you have to follow her it’s a riot
angelalee_309,What's wrong with her?
lexyana,❤️❤️❤️
mentor_for_myself,Follow me for more happiness🍀😁
gwenlombardi,I have a hard time watching her with these post... not sure what she is trying to prove. Always ❤️ her tho.
alvino.rocha.9,🔥🔥🔥🔥🔥🔥🔥
kearalafferty_x_,@jolenegrahamx her eyeliner I can’t
juansemontg,❤️❤️❤️
juansemontg,❤️❤️❤️❤️
ariaan_ch,U really need to change ur make up. And everything
meti.namjo,amo leee shode eyyyy
courtneyrose90,@haylsh87  @aimeecooper22 omg 🙈🙈🙈
targaryen_king,U look🔥
pitchier,"the truth is in your eyes,beautiful and serene ,have fun"
nataliemikaelaa,@sortiztroche
phillipgreen5656,Somebody give me her phone number
karmidzhanov,"Sladka PRINCESO dazhe ne se i nadiavam che shte bada v kontakt s teb,az trudno se doveriavam biah ubeden kogato se opitah da vliza v kontakt s teb che v tvoe lice shte sazdam izklyuchitelna priatrlska vrazka silna kolkoto lyubovta dazhe i mnogo poveche.Izklyuchitelno sam chustvitelen kogata razbera che sam podveden i ne moga da razchitam 100% na takava priatelska vrazka.Mnogo celuvki Yuri!"
mtneko,Thats great brit ❤️ send you love
andypants.407,😎
elfrankyanthony,You look beautiful and happy! ☺️
britneyworld98,"We can say all we want about her makeup and hair and how we despise it. But what I don't understand is the comments about the hats and what she buys and doesn't buy? Britney's never been a brand queen, a materialistic person. She's got beautiful properties and cars but that's about it. She's a normal southern girl... and that is something that the world sometimes forgets...🤷‍♀️"
youknowthatgirltrinka,you legit don’t seem okay the more and more you post
julotravels,@emilie_beaud elle est éclatée
synnovewest,@iselinwest se kossen hu ser ud
rcjtweek,TAKE ME HOME
punkychrissy,Enjoy
jacquesvallo,@jacquesvallo impressive
jacquesvallo,@jacquesvallo amazing
jacquesvallo,@jacquesvallo incredible
maureenmx,Again! WTF with the eye makeup!
rizkifarelz,Lagend
gogirlyyy,🔴FOLLOW ME FOR MORE AND MORE YOUNG PHOTOGRAPH🔴
aknietkulbalaeva,Что с ней случилось лицо ужасно
micdvsn49,I like the fact that she keeps it real.  We are bombarded with fake nonsense with everyone trying to look perfect and filtered to the max.  Brittany is being herself unfiltered.  I think she looks great.
ruben_pelcast,Que asquerosa te ves Britney peor que homeless
megggana,.......... KRIS JENNER WE NEED YOU HERE ASAP
lizcabrera9,@tpnaomi she looks like me when I'm too tired to take my eye makeup off after work 😂😭
kalea_musik,😍
vanmcgrew,@amandakhuff
colbyejames,@jiillyybeaann and this
krismoniz1,Buggin.
undfeatedita,Can u please check my page out @britneyspears. 🙏 love you 💕
fepersonal_trainer,I Love you britney ❤️
jidu_1508,😳😱🤭
louise.hillier.125,She’s looks off her head recently 🙈
amandapaigeivy,@alisonstapleton10
nagilaavi,She never has any filter on. #fierce
elenavromans,@mathildehostyn
katya.permyakova6542,😆😘😘😘😘👏👍
couple_marques_69,You are beautiful ❤️
benhur9997333,Cutie💓
tneils20,💜💜💜✔💯⚀❤️💕♥️
mikebohling1,looking good Britney
alishaalxandra,@kalikhahn
kristina_parent,@ky_oyler
_kaitlync13,I mean like I’ve seen cooler hats..... @mollymp89
lillian.vasconcelos,Mano do céu.. ela tá medonha. Esse cabelo e essa maquiagem
lftlwy7883,😍😍😍😍
redbirdtraveler,Lol girl I love you. That ish looks like it came from Target (which I also love) but you're freaking adorable. That's all ❤️😍
mira.lami_,Speak like a robot 😂
marianlunaazul,Yes so beautiful 🎀🎀🎀🎀
burnhamemily,💜I 🌈want the pink one please ❤️
burnhamemily,💜I 🌈want the pink one please ❤️
sabinashilling,Bolesnaaaa😓😓😓😓😎😂
blueeyes_brit,Your such an inspiration. ❤️
ruthfash,@jidu_1508
_akshar__pargi,💖💖💖
juuanrj__,❤️😍😍😍😍😍😍😍😍
therealnutt_megg,@caitlinnhenry I wish I could talk to her about that eyeliner ALL. THE. TIME.
christylabat,@rachelmaewill 😂
shantalll_ig,Cool
st.ephane299,Jolie b
666ahoj666,😍😍😍🙌🙌🙌👏👏😈
bonita.real,"Boa tarde ,gente meu nome Erick mas conhecido como a #bonita. Sou geminiano, cabelereiro amo make up sou extrovertido ,alegre e gostaria que vcs dessem uma olhada no meu perfil ,lah a risada e alegria e garantida 😘😘"
nicoleheleene313,@katgillin
cristina.ballenpadilla,"@willyjimenx mira, re miedosa"
arifjean,Kedut dah
princessazania,@jordanne1993 she’s a true representation of how we feel
ibrahem.manasra.165,E
yolo.willie,Britney you are everything
josecesin,Parece una Caricatura ....
pamelafloresgraciano,Hermosa como siempre. 😍
emilyschonck,Great that you had a nicw time!! 💖
monicazeppa,🤔
v.a.358,Pretty
ellie_guizams,"she looks so unhealthy, something is wrong with her.🤔🤔🤔🤔🤔🤔"
tinyrockgod_kc,Hey guys I’m 5 and looking for friends! I’m a drummer could you check out my drum vids and give me a like/comment/follow pls?? @tinyrockgod_kc 🙏🏻🖤🤘🏼❤️
brendageanine,"Queria entender oq ela vê em estar sempre com essa maquiagem borrada que a deixa com aparência de bêbada ou drogada o tempo todo, isso fora os cabelos bagunçados com aspecto de sujos, essa mulher é esquisita"
sugiyatmi_yulianto,🔥👏😍
adventuressgurl_thats_mwah,Love Brittany. So down to earth!
mvurivn,Amiga questai fea
d_wiriadisastra,Take off the eyeliner and get a facial treatment pleaseee
tessanolan,@amyhorsley
lnicola_,She's the cutest
dannyhawktasticmaynard,💎🔥⚡💖😍
leonardo4598,👍💕
montseserve,"Love you, Britney.💖"
yaseen.ei,🎉🎉🎉
bonejam,@shhdrinkthis
arianna_laskey,@z_laskey37 your daily dose
sarah____edwards,@beccawinyard
alanaleewhite,@selenebrenes
jaelynshaver,queen of ALL hats 👸🏼🎩🧢👒
goldengirl1005,@a.jan0
ceebessette,hey girl you working on a new song'??💓🎶🎶🎶🎶
czarna139,Can you please wash your face before you post anything 🙄🙄🙄
emrahdalgicemrah,💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋
ally_horn82,@terenceedwards
mahnoosh__af_pv,Muhato shune kon khaharrrrmmmm😂
mrsqelhaje,So true about @britneyspears  very humble!
remily_ann,@marylorang @sydnee_baylee I need you both to look at this post and then read all the comments you possibly can. I’m fkn dead.
binguyen1903,@kenyan992
alicialar19,❤️❤️❤️❤️Beautiful loce youuu😍
ken.woodcock,Have fun and get back home..
britneyguerra,@melrollingstone 😳
wm1818,@_dmcb
husenftb,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍💜💙💗
reneehertzler8,Honey I love you but it always looks like you have last night's make up on wether on vacay or not. And the hair need a little tlc love ya
biatomayra,@victoriapavon2 😂
29_yl,JC 🤦🏽‍♀️
jezeph,@roisin777 @jolevinge
romanperseo,Mk ultra
romanperseo,👁️
shaharcohen90,@ladyhila
sasha4690mailru,Уставшая уже конечно ((
juliabrockway,this is it @triciamsykes
zahramajnooni,كاش انقد كه به اندامش ميرسه يه دستي هم به پوست و چين و چروكاش بكشه
monroy_luis,Sombreroney!! 🧢
elitalita_paixao,Nossa como você envelheceu😲😲😲
candybeariestu,So glad you were finally able to take a vacation!
mmaloney19,@kristenmauk 🤔
darnellfcash,What's up baby
kanderson9888,@taylermackie this is you in a few weeks!
brandiredmond,Verified
ashleysavage,@paigefoz
juliaferrariii,@allegrafilippetti
mariaboleman,You speak too fast maybe nerves 😂😂😂
rainbowdemon_,@jaydee_bean
ali_baehhh,Queeeeen
erinbrittneynicole,Cute nail polish color!
bri_healyy,@dl_desanto
makeitraine__,Omg @lucywinterbourn I don’t know how I ended up here but wtf lol
sheilabot,@gabrielleolya 😂
deannafra,@domennicanrepublic
liam_copeland,@derek_miley she’s still using that filter!!
kaseygonzalez11,@msk_580 all of her videos make me feel so uncomfortable lol.
longingheartbits,Hair must be combed
eslimarmendoza,😳
stuart_cameron89,Rock On! Britney🙌💎🔥❤️💛😘
property_mym,🙌🙌🙌
property_mym,👍
indewoods73,🥛🤦🏽‍♀️
lesants.s,O que houve com essa mulher gente?!
taraminto_,@kleshie
felipemel09,Queeennnnn❤️
pedroiam,@ethelbraga o cabelo. A pele. A voz. A maquiagem. Os olhos. Tudo errado.
janinecartmell,@tayloryates_
marciogeralmarcinho,🌹🌹🌹🌹🌹🌹🙏🙏🙏🙏🙏🙏🙏🙏🙏🍀🍀🍀🍀
kaylacarocci,@ramoss982 dead
__iamleyla,چقد زشته این بشر
pdals112,@taryn_m_f I know what to get for your anniversary present!!!
kristinesorum,WHAT IS HAPPENING
brittneyhlevine,Verified
sajad.khje,@__iamleyla چشمات زشت میبینه
j0f93,@gavin5212 I expect a similar video from Broom
mollyelise1979,Love you Brit Brit ❤️💕🔥😘
usernamelame,I love a good white cap!
jowopydro,@riostylist
davidfit,Grace Bay # 1 beach worldwide
missjuliagagniere,"Please someone, anyone, do something about that eyeliner and mascara!!"
sandy_heffernan,@kradregit
emmaxx37,@emmachapman.239
tori_terror,Did you know you can upload videos that last longer than 10 seconds now?
karol.7d.elos,Se que no sé nada de inglés pero ella habla demasiado rápido jajajaja
pillopo123,Que fea estas por dios
rcjtweek,ALL I KNOW IS BRITNEY SPEARS IS VANILLA SUGAR..AND VANILLA SUGAR IS BRITNEY SPEARS
lie_key,I think britney use tatoo eye liner.
errandselite,"What an inspiration you are! @britneyspears We love you in BAMA! Also, what a great couple you and @samasghari are!!💗❤️🔥💗❤️🔥💗❤️🔥💗❤️🔥💗❤️🔥💗❤️🔥💗❤️💗❤️🔥💗❤️🔥💗❤️🔥💗❤️🔥"
7makeupislife,Omg. Her voice is like nails down a chalkboard 😫
reusily,♥️
lyndalavigne1275,What is going on with you @britneyspears ?? Are you ok??
krussell418,Is she ok? Someone please check up on her.
biscuitsnmaevey,@n.vargasolina
atoxicremedy,Wut?
taradoug82,This is super awk. 🤭
mojiarbabi,👍👍👍👍
theseattleceliac,@smithcelina
fatyma_z4hr4,I would to have that white one😍😍😍
missy_gaga.sd,We love our amazing queen 👑
nicolesimmons14,all that makeup is scary
hans6266,Love you Brittany
jill.kaiser.9026,Love you Britney!!!!
joleeana_jozegh_katw,😍😍😍
ross_troy,@mikeraven
buckeye_meemaw,T&C is a place i have wanted to go to for  years .  Its a little expensive then the Hurricanes the one years destroyed some of the island they said.
alice.alicewalsh,It is good to wear hats in the summer best Alice
djmickster44,Such a cutie
krabkween,❤️
yan291010,Бритни ты что бухаешь сутками? Выглядишь на 50 лет
lulasyahab,"@kulit dekil, kiput @nejmiashehab"
fastlanefigurez2,Cute
elvismom3,@parasowkr
enahandzic,@rachellovan985
fanfunaccount,#TakeCareCauseICare😑😑😑
jillityn,@leeseylou
macn24,@shanleigh_elizabeth412 😫😫
charlie_plc_,girl the eyeliner 😩😩😩😩it hit u baby one more time🤦🏽‍♀️
kristinmurphy_,@mandamolly
send.noodles,You can go back whenever you feel like it 🤙🏼
kel_hanna,@mullins135 😳😳😳😳
yannistath,Something doesn’t seem right here. Wtf.com is going on
kelcieroscoe,@samtherocketman
fanyue3,🔥🍺
princesse_bade_01,Jésus Christ  t' aime  ma soeur donne lui ta vie
joyce.bramlette,I love your hat! Brit!
mo9ca28,🌼🌼🌼🌼
glargaard_sen,🔥👌🏻
hairandmakeupbydeborahdavid,Hope you had an awesome trip🐋
zaxarkina,Почему она так быстро говорит? Почему выглядит так плохо? Что с тобой Бритни?
diego.andreoli.714,Contanto di cappello
coojipalboogie,She just kinda out of touch with reality though...she’s sick...time is merciless to us...
0girls2boys,Straw hat so great!
lilnapoli,🙏🙏🙏🙏
brettobrien91,Straw hat by a country mile
avital_hadar_jewelry,Have fun sweetie! ❤️
nancyraquel.1979,👏❤️❤️😍😍🔥🔥
eduardo_a47,😘😘
lucy_damayanti04,Her eyes make me scared 😱😱
ca_m_illle,"I love her but i think she became scary , she looks like a joker from  batman"
misanyan0709,Lovely❤️❤️❤️
nol.bruno,"Fala devagar, mulher kkk"
aim.kat,@kjcyr
christinajamison_,@carlanalder
dunghadang1971,< 2005 is the year of birth Sean Preston >
grumpychipmunk,"The people of Turks and Caicos collectively 🤨 that a baseball cap, straw hat and random nail polish represent their cultural heritage."
selenaa.valless,@_briacee 😂😂😂
haveyouhrd,#sponsored?
deanredfern,@kimberleycorrall
zemanelvlad,Awesome place isn't it!🔥💯🌹
bevhadden80,She talks like a little kid
julio__fuentes,Cadê novas músicas?🙌🙌
persephonehariss,😎😎😎😎
jessie.reyes1,@mark06659
adriennedsnapp,@jcarlton33
samanthavice,@t1ffany_lynn get. Yo. Girl.
hypsonette,Heureuse de te voir en pleine forme❤️❤️❤️
carlyelectric,@jamiewesterlund 😳
hanooda80,Honey plz wash your hair 🤮
sooz_e,@emiliemariecs
murahrizki_mebel,Tua banget 😖😖
alysonbriony,@kath_roberto 🤔
erika_12128,Habe
cjkiller24,@ckillard
xsarahbellexx,Your TRUE fans love you Brit! Keep your head up love 😙 @britneyspears
christinatennantx,@olyfriday
angel.clemente.1884,👏👏👏👏
janehelenrutter,@emil.siebrandt
picsflop1,Eu amo seu cabelo da minha barbie kkkkkkkkkkkk eu te amo demais garota
a.frizzell.florida,@nevaehleland22
linzic92,@jenna.caroline_s “these are the beautiful purchases I got...” 2 hats from the looky looky men 😂
raulersonmichele,Get well brittany
novokrescsenszkov,"I like u so much Britney, but please NO: -eyeliner, -helium voice"
kim_sparkley,@esther_joyful stunning
jarrahkammoora,@kennychailatte
torrewaffer,"Awww that's so nice! We love you very very much, you truly are an amazing person 💜"
vakulyuk_d,"You're great, I adore you 👌👑"
zoetegen,@mauricio_au wut
moldoeva.ainura,"Старуха, как ужасно она выглядит!"
sofiemmaclark,@chrissy_jac cool cool hats
marina.browne13,Haha
hey.its.me.jan,Something is very wrong
jalakikhwan,U look so different
rottyhartshell,I just love it 😍😍😍
camilli_gava,Oi Piranha ❤
melissaleigh.13,@_sarahlaurie
king_david_2019,I love you already ❤️❤️❤️❤️❤️❤️💕💕💕💕💕👅👅👅👅👅😍😍😍😍
njlstones,What a fucing trainwreck!!!
alijfaisal,@wissam.assaff comments😂😂
beck7413,Raggid
karan.b143,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
laurenw11_05,@lauraricey28 always looks like she’s just been pumping 🤣
itsdaniellecj,@buzzy_1313
mdcsanchezl,❤️😍I love you Brittney
grubbitnose,@jennaloumilly
jillycinderelly,Love you Brit!
lmdouce,People forget she isn’t like everyone else.  She didn’t get raised like everyone else. She isn’t going to act like everyone else.  She’s Britney Fricken Spears.
luchidaly,"@anyvguerrero, está hecha conchi! 😮"
ziyoda_petrova,I see i am not the only one who isn't liking her eyeliner 😂
emdiciero,@penny_lafferty do you follow her?
yagosdracos,Humble Queen
mehmet18031980,So beautiful🌹
vikctop,🤢🤮
zouheir_anasse,🔥🔥🔥🔥
stephdwyer7,@britt_mar1023
kate.p.k,Wut @withthe_goodhair
mikereadofficial,@dsalvestrin top notch souvenirs
richlauwers,Hmmm @shimmerb1
javramides,@kirimarsden
realtvwithyou,👏👏😂😂
lucy_odette,Oh Britney you are so beautiful but that hair and makeup is not doing your face justice...
kdny777,Love u Britney ♥️♥️♥️ #truestrongsurvive
razsyed,Coool😍😍😘😘
starcurrie,I love her but she looks coked out 🤦🏾‍♀️
callieelizabeth,@sabrina_2626 @devjay11
ktking94,@jacob_margo
tzmomma,@janionyc 🤦🏻‍♀️😩
kylerriver,Love hats ❤️❤️❤️❤️
mysharona89,"The bracelets😍, looks like the one I give to you last year at the Piece of me tour😍"
jooh_henry,@britneyspears Mulher de Deus fala devagar ... 😂😂😂😂
wendygrimesmealing,@bjsaal
martinaresex,you’re always beautiful
landymusic1,👍
taheta_studiopalangkaraya,Myhoney😘😘😘
itsgabiturner,"Between the fast talking, the hats, and the nail polish, I am starting to agree something is off. Or is she trolling us? Are we being punked?"
derogar_milad,You are scary😕.
melkiluu,Mmm I think daddy gave her daughter too much medicine.
adamlessordinary,@bradleyjtraynor LOL
adamlessordinary,@chaseinaustin in the lobby...
yakubdevor,😂😂😂😂😂😂
yuliya_malaya_,Старше своих  лет и на много
amirhosseinghanimati,ب سام اصغری بگو خیلی عشقی😍❤️
gazala.kazmi,❤️
catherinehillkisenyi,@elizabethhpowers read comments
pietro.gervasi,https://pietro-gervasi.goherbalife.com/Catalog/Home/Index/it-IT
manishcx91,🔥🔥🔥🔥
amy_skywalker69,I love Britney very very much but her recent videos make me really uncomfortable. What on earth is happening to her?? I know had to go through some tough times but still at least someone should tell her!!!
kara_187officiel,Wtf happened to you @britneyspears
1violet_blood1,Robot 🤖
broccu_alice,@cla_luisaflores
broccu_alice,@cla_luisaflores
ellieslyn,@harrietdooley
hosein_sanchouli,",خفه شو جنده پیر"
tahneedelia,@boibreezy
emmanuelle.caroline.58,My Queen for ever ❤️❤️
sukrukarabey,🌟🌟🌟👑🌟🌟🌟
isobeldurbidge,i love her @jack___dillon @laurascarrrr
ewakropkal,Britney💕💕💕💕💕
mishybramwell,"Where did you stay? My husband and I wanted to go there for our 25th wedding anniversary. We are planning on April, 2020! Thanks!"
skull_girl_3,Love you Britney ❤️ I hope you’re okay x
mdma371,what is going on with you??????? It was as if a ghost had entered you ... a complete cure
johnrawana39,You look beautiful and nice hats
spuljic,@frances_alicia  #milkgate
sushmawaller,@madison.bne stunning
bwm3706,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
charliependers,@wolffybbz
dachshund.luva,This is exactly what I love about @britneyspears she has hundreds of millions of dollars and she’s thrilled to have bought a couple of hats. 😘❤️
mejstriklibor,Half human - half demon from hell.Reptilian hybrid.
beneditomfilho8,Beautiful my princesa☘️🍀🌷
maryinstag,Love you Brit ❤️
mylifetimephotography,Love you Britney!
elainecrias,"Oh meu Deus!!posso estar julgando feito uma  idiota,mais a Britney precisa de ajuda."
monohoward,It’s a major thing
emsierosie,@mackley92
myrelenamyr,👵🏻
elijrad,Do u know botax
